Franco_Iuliano_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0.4585	-5.43823
0.459	-8.05664
0.4595	0.80566
0.46	-0.50354
0.4605	-0.40283
0.461	-5.63965
0.4615	-7.75452
0.462	-4.33044
0.4625	-10.87646
0.463	-8.05664
0.4635	-5.53894
0.464	-4.33044
0.4645	-6.74744
0.465	-1.00708
0.4655	-6.64673
0.466	-4.73328
0.4665	-4.33044
0.467	-1.61133
0.4675	-1.61133
0.468	-7.45239
0.4685	-7.85522
0.469	-5.43823
0.4695	-6.2439
0.47	-4.83398
0.4705	-1.51062
0.471	-0.40283
0.4715	-1.61133
0.472	-3.12195
0.4725	-4.43115
0.473	-6.54602
0.4735	-4.22974
0.474	-3.32336
0.4745	-2.01416
0.475	3.62549
0.4755	2.81982
0.476	-3.92761
0.4765	2.11487
0.477	0.50354
0.4775	3.12195
0.478	2.31628
0.4785	4.12903
0.479	-1.3092
0.4795	0.30212
0.48	-0.70496
0.4805	-5.23682
0.481	-3.42407
0.4815	4.22974
0.482	2.41699
0.4825	2.31628
0.483	1.2085
0.4835	-0.60425
0.484	0.20142
0.4845	-4.12903
0.485	-4.63257
0.4855	-3.12195
0.486	-4.33044
0.4865	-2.41699
0.487	2.01416
0.4875	4.43115
0.488	3.7262
0.4885	1.10779
0.489	4.02832
0.4895	5.74036
0.49	5.63965
0.4905	6.94885
0.491	2.81982
0.4915	0.80566
0.492	-7.15027
0.4925	-2.31628
0.493	-5.63965
0.4935	-1.81274
0.494	-9.66797
0.4945	-7.5531
0.495	-7.45239
0.4955	-4.33044
0.496	-5.33752
0.4965	-1.51062
0.497	1.2085
0.4975	-3.52478
0.498	-0.30212
0.4985	-3.92761
0.499	0.30212
0.4995	-3.22266
0.5	0.40283
0.5005	-1.40991
0.501	0.40283
0.5015	0.40283
0.502	-4.43115
0.5025	-5.74036
0.503	-8.05664
0.5035	1.81274
0.504	-2.01416
0.5045	-7.04956
0.505	-7.5531
0.5055	-5.43823
0.506	-4.22974
0.5065	-4.43115
0.507	-2.01416
0.5075	-6.94885
0.508	-10.27222
0.5085	-1.61133
0.509	-1.91345
0.5095	-3.42407
0.51	-4.63257
0.5105	4.93469
0.511	1.40991
0.5115	-6.2439
0.512	-5.94177
0.5125	-8.8623
0.513	1.2085
0.5135	0.30212
0.514	3.22266
0.5145	-0.10071
0.515	-0.30212
0.5155	-1.40991
0.516	1.91345
0.5165	5.63965
0.517	3.02124
0.5175	1.10779
0.518	-1.00708
0.5185	-0.20142
0.519	2.01416
0.5195	-2.11487
0.52	3.12195
0.5205	-0.90637
0.521	-2.41699
0.5215	1.10779
0.522	0.90637
0.5225	-1.61133
0.523	-2.41699
0.5235	-3.12195
0.524	-8.8623
0.5245	-2.01416
0.525	-1.91345
0.5255	-3.8269
0.526	-3.32336
0.5265	-6.74744
0.527	-5.74036
0.5275	-0.90637
0.528	2.41699
0.5285	-1.91345
0.529	-5.74036
0.5295	-3.7262
0.53	-1.10779
0.5305	-2.21558
0.531	-0.20142
0.5315	-6.94885
0.532	3.42407
0.5325	-3.22266
0.533	2.21558
0.5335	-6.2439
0.534	-9.76868
0.5345	-13.69629
0.535	-12.78992
0.5355	-7.85522
0.536	-11.17859
0.5365	-12.28638
0.537	-5.84106
0.5375	-2.11487
0.538	-1.3092
0.5385	-4.33044
0.539	0.30212
0.5395	4.53186
0.54	3.12195
0.5405	7.85522
0.541	4.12903
0.5415	2.81982
0.542	3.7262
0.5425	1.51062
0.543	8.66089
0.5435	5.13611
0.544	3.22266
0.5445	0.10071
0.545	0.90637
0.5455	1.61133
0.546	1.61133
0.5465	-1.91345
0.547	-2.61841
0.5475	-2.41699
0.548	-3.22266
0.5485	-2.01416
0.549	-3.42407
0.5495	-2.71912
0.55	-1.3092
0.5505	-2.21558
0.551	-5.0354
0.5515	-5.33752
0.552	-5.33752
0.5525	-2.92053
0.553	2.92053
0.5535	-0.50354
0.554	2.41699
0.5545	2.11487
0.555	0
0.5555	-1.61133
0.556	-6.2439
0.5565	-4.63257
0.557	-2.11487
0.5575	0.30212
0.558	-1.10779
0.5585	-1.91345
0.559	1.51062
0.5595	-4.43115
0.56	-4.12903
0.5605	-2.71912
0.561	-1.91345
0.5615	0
0.562	4.53186
0.5625	4.02832
0.563	-1.40991
0.5635	-2.81982
0.564	5.23682
0.5645	3.12195
0.565	5.53894
0.5655	9.06372
0.566	4.63257
0.5665	-1.40991
0.567	5.74036
0.5675	3.8269
0.568	5.63965
0.5685	0.40283
0.569	7.15027
0.5695	4.12903
0.57	6.44531
0.5705	-0.30212
0.571	2.11487
0.5715	3.8269
0.572	4.83398
0.5725	13.09204
0.573	4.83398
0.5735	1.91345
0.574	-1.2085
0.5745	-0.20142
0.575	-3.52478
0.5755	-5.74036
0.576	-8.8623
0.5765	-9.56726
0.577	-9.76868
0.5775	-4.53186
0.578	-4.22974
0.5785	-1.81274
0.579	-3.52478
0.5795	-5.0354
0.58	0
0.5805	4.83398
0.581	-3.8269
0.5815	-2.92053
0.582	-5.43823
0.5825	-5.13611
0.583	1.91345
0.5835	-0.90637
0.584	0.90637
0.5845	-0.80566
0.585	-5.63965
0.5855	-1.91345
0.586	-5.84106
0.5865	-12.89062
0.587	-7.45239
0.5875	-1.3092
0.588	-3.32336
0.5885	-2.81982
0.589	-2.21558
0.5895	0.20142
0.59	-5.33752
0.5905	-7.65381
0.591	2.21558
0.5915	0.90637
0.592	-1.61133
0.5925	3.12195
0.593	1.81274
0.5935	4.02832
0.594	6.3446
0.5945	1.2085
0.595	3.62549
0.5955	-1.10779
0.596	0.40283
0.5965	3.12195
0.597	4.22974
0.5975	-1.00708
0.598	-4.43115
0.5985	1.10779
0.599	-1.00708
0.5995	-1.81274
0.6	3.42407
0.6005	3.7262
0.601	-2.01416
0.6015	-0.60425
0.602	-0.80566
0.6025	-0.40283
0.603	-1.81274
0.6035	-2.41699
0.604	-3.7262
0.6045	-2.92053
0.605	-0.50354
0.6055	6.74744
0.606	2.21558
0.6065	1.10779
0.607	-5.23682
0.6075	-5.53894
0.608	-8.66089
0.6085	-4.73328
0.609	-0.50354
0.6095	-2.61841
0.61	-3.92761
0.6105	-5.74036
0.611	-3.02124
0.6115	1.2085
0.612	-3.7262
0.6125	-6.94885
0.613	-9.76868
0.6135	0.80566
0.614	-6.74744
0.6145	-6.3446
0.615	0.30212
0.6155	-0.10071
0.616	3.62549
0.6165	-0.10071
0.617	0.30212
0.6175	4.02832
0.618	3.8269
0.6185	0.40283
0.619	0.30212
0.6195	0.30212
0.62	0.30212
0.6205	0.10071
0.621	-3.62549
0.6215	-3.32336
0.622	3.92761
0.6225	0.90637
0.623	1.91345
0.6235	3.52478
0.624	-2.61841
0.6245	0.30212
0.625	-0.80566
0.6255	-1.3092
0.626	-4.33044
0.6265	-3.62549
0.627	3.52478
0.6275	2.92053
0.628	-0.70496
0.6285	5.74036
0.629	3.52478
0.6295	4.73328
0.63	3.32336
0.6305	7.45239
0.631	4.83398
0.6315	4.02832
0.632	3.02124
0.6325	-0.90637
0.633	-1.10779
0.6335	-6.64673
0.634	0.40283
0.6345	-3.7262
0.635	2.61841
0.6355	-0.30212
0.636	4.12903
0.6365	3.22266
0.637	3.42407
0.6375	-2.11487
0.638	-3.52478
0.6385	-4.43115
0.639	-3.02124
0.6395	-3.8269
0.64	3.02124
0.6405	-1.71204
0.641	-5.43823
0.6415	-5.43823
0.642	-8.96301
0.6425	-3.42407
0.643	-4.02832
0.6435	-4.33044
0.644	0.90637
0.6445	-1.3092
0.645	-1.81274
0.6455	3.62549
0.646	1.91345
0.6465	-0.10071
0.647	-7.15027
0.6475	-2.92053
0.648	-2.81982
0.6485	-3.42407
0.649	-0.70496
0.6495	1.61133
0.65	1.81274
0.6505	7.75452
0.651	3.32336
0.6515	-9.56726
0.652	-1.40991
0.6525	0.90637
0.653	0.70496
0.6535	-1.81274
0.654	5.53894
0.6545	3.32336
0.655	-1.2085
0.6555	0.10071
0.656	-1.3092
0.6565	-3.32336
0.657	-0.90637
0.6575	-1.71204
0.658	-2.71912
0.6585	-6.64673
0.659	-8.25806
0.6595	-7.65381
0.66	-5.23682
0.6605	-4.53186
0.661	-6.84814
0.6615	-3.52478
0.662	-6.3446
0.6625	-6.04248
0.663	-1.61133
0.6635	4.93469
0.664	1.3092
0.6645	0.70496
0.665	2.5177
0.6655	4.22974
0.666	1.81274
0.6665	-3.42407
0.667	-4.22974
0.6675	-3.12195
0.668	0
0.6685	2.61841
0.669	8.8623
0.6695	4.93469
0.67	-5.63965
0.6705	-3.7262
0.671	7.35168
0.6715	5.23682
0.672	11.58142
0.6725	8.35876
0.673	2.71912
0.6735	0
0.674	2.01416
0.6745	2.21558
0.675	3.7262
0.6755	3.12195
0.676	6.64673
0.6765	2.01416
0.677	-0.40283
0.6775	-4.63257
0.678	-5.74036
0.6785	-6.54602
0.679	-3.02124
0.6795	-5.33752
0.68	-8.66089
0.6805	-0.10071
0.681	3.8269
0.6815	-5.23682
0.682	2.01416
0.6825	-0.90637
0.683	1.3092
0.6835	0.70496
0.684	4.73328
0.6845	4.22974
0.685	8.05664
0.6855	6.64673
0.686	2.41699
0.6865	3.52478
